63,D#5,0,491,50
54,F#4,491,492,50
59,B4,983,492,50
54,F#4,1475,492,50
63,D#5,1967,492,50
54,F#4,2459,491,50
59,B4,2950,492,50
54,F#4,3442,123,50
61,C#5,3934,492,50
54,F#4,4426,492,50
58,A#4,4918,491,50
54,F#4,5409,492,50
61,C#5,5901,492,50
54,F#4,6393,492,50
59,B4,6885,492,50
54,F#4,7377,122,50
63,D#5,7868,492,50
54,F#4,8360,492,50
59,B4,8852,492,50
54,F#4,9344,492,50
63,D#5,9836,491,50
54,F#4,10327,492,50
59,B4,10819,492,50
63,D#5,11803,491,50
54,F#4,12294,491,50
56,G#4,12294,491,50
59,B4,12294,492,50
61,C#5,12294,123,50
58,A#4,12785,123,50
56,G#4,12908,123,50
58,A#4,13031,123,50
56,G#4,13154,123,50
54,F#4,13277,123,50
56,G#4,15244,0,50
59,B4,15490,246,50
63,D#5,15982,5,50
61,C#5,16228,246,50
54,F#4,16474,246,50
61,C#5,16720,492,50
63,D#5,17212,614,50
54,F#4,18441,246,50
56,G#4,18933,246,50
59,B4,19179,246,50
61,C#5,19671,0,50
59,B4,19917,245,50
61,C#5,20162,246,50
63,D#5,20654,246,50
56,G#4,21638,0,50
59,B4,21884,492,50
56,G#4,22867,246,50
58,A#4,23113,491,50
63,D#5,23604,492,50
61,C#5,23604,0,50
61,C#5,23850,0,50
61,C#5,24096,0,50
54,F#4,24342,246,50
61,C#5,24588,369,50
61,C#5,25325,0,50
61,C#5,25571,0,50
61,C#5,25817,0,50
59,B4,26063,246,50
63,D#5,26309,737,50
56,G#4,27046,738,50
59,B4,27046,0,50
61,C#5,27537,0,50
61,C#5,28521,5,50
61,C#5,29382,0,50
61,C#5,29505,0,50
61,C#5,29996,246,50
59,B4,30242,246,50
58,A#4,30488,246,50
56,G#4,30734,246,50
54,F#4,30980,246,50
56,G#4,31226,246,50
63,D#5,31718,0,50
61,C#5,32210,0,50
59,B4,32455,615,50
56,G#4,33193,246,50
54,F#4,33931,246,50
51,D#4,34300,123,50
49,C#4,34423,123,50
54,F#4,35160,246,50
61,C#5,35652,5,50
61,C#5,35898,0,50
61,C#5,36144,5,50
59,B4,36390,246,50
61,C#5,36636,246,50
59,B4,36882,246,50
61,C#5,37128,246,50
63,D#5,37374,245,50
56,G#4,37988,0,50
56,G#4,38111,0,50
59,B4,38357,369,50
59,B4,40201,0,50
59,B4,40324,0,50
59,B4,40447,0,50
63,D#5,40570,246,50
61,C#5,40816,246,50
59,B4,41062,246,50
66,F#5,41308,246,50
63,D#5,41554,246,50
61,C#5,41800,246,50
59,B4,42046,246,50
61,C#5,42292,245,50
59,B4,42537,246,50
56,G#4,43029,246,50
61,C#5,43521,0,50
61,C#5,43767,0,50
61,C#5,44013,0,50
59,B4,44505,246,50
61,C#5,44996,6,50
61,C#5,45242,0,50
61,C#5,45488,5,50
61,C#5,45734,0,50
59,B4,46226,0,50
61,C#5,46718,123,50
63,D#5,46841,246,50
59,B4,47210,491,50
63,D#5,47701,491,50
54,F#4,47701,491,50
61,C#5,47701,0,50
59,B4,48193,5,50
51,D#4,48439,246,50
58,A#4,48685,0,50
63,D#5,49177,245,50
54,F#4,49422,246,50
56,G#4,49422,245,50
64,E5,49667,245,50
59,B4,49667,246,50
54,F#4,49667,123,50
58,A#4,49790,123,50
59,B4,49913,122,50
66,F#5,50158,245,50
75,D#6,50403,246,50
68,G#5,50403,737,50
76,E6,51140,738,50
56,G#4,51140,245,50
59,B4,51385,246,50
58,A#4,51385,491,50
61,C#5,51876,492,50
59,B4,51876,245,50
56,G#4,52121,246,50
61,C#5,52121,491,50
58,A#4,52612,491,50
56,G#4,52612,245,50
59,B4,52857,246,50
58,A#4,52857,491,50
61,C#5,53348,492,50
59,B4,53348,245,50
56,G#4,53593,246,50
61,C#5,53593,246,50
59,B4,53839,246,50
54,F#4,54085,491,50
61,C#5,54576,492,50
56,G#4,54576,246,50
63,D#5,55067,491,50
54,F#4,55558,491,50
59,B4,55558,492,50
61,C#5,55558,5,50
59,B4,56050,0,50
56,G#4,56542,5,50
63,D#5,57034,245,50
54,F#4,57279,246,50
56,G#4,57279,737,50
64,E5,58016,737,50
59,B4,58016,737,50
75,D#6,58016,245,50
66,F#5,58261,246,50
68,G#5,58261,737,50
76,E6,58998,737,50
71,B5,58998,738,50
68,G#5,58998,737,50
56,G#4,59735,738,50
58,A#4,59735,737,50
70,A#5,60472,737,50
59,B4,60472,491,50
71,B5,60963,492,50
59,B4,60963,246,50
63,D#5,61455,245,50
75,D#6,61700,246,50
63,D#5,61700,0,50
71,B5,62192,245,50
75,D#6,62437,245,50
78,F#6,62437,245,50
66,F#5,62437,245,50
66,F#5,62437,245,50
71,B5,62682,245,50
75,D#6,62682,245,50
78,F#6,62682,246,50
66,F#5,62682,245,50
71,B5,62927,245,50
75,D#6,62927,245,50
78,F#6,62927,246,50
78,F#6,62927,491,50
71,B5,63418,491,50
75,D#6,63418,492,50
75,D#6,63418,737,50
68,G#5,64155,737,50
71,B5,64155,738,50
71,B5,64155,122,50
75,D#6,64277,122,50
78,F#6,64277,123,50
78,F#6,64277,122,50
75,D#6,64399,122,50
71,B5,64399,123,50
71,B5,64399,245,50
75,D#6,64644,246,50
71,B5,64644,245,50
75,D#6,64889,245,50
78,F#6,64889,245,50
71,B5,64889,245,50
75,D#6,65134,245,50
78,F#6,65134,246,50
68,G#5,65134,245,50
71,B5,65379,245,50
75,D#6,65379,246,50
70,A#5,65379,737,50
75,D#6,66116,737,50
71,B5,66116,738,50
71,B5,66116,122,50
75,D#6,66238,122,50
78,F#6,66238,123,50
71,B5,66238,122,50
75,D#6,66360,122,50
78,F#6,66360,123,50
71,B5,66360,245,50
75,D#6,66605,245,50
78,F#6,66605,246,50
75,D#6,66605,245,50
78,F#6,66850,245,50
71,B5,66850,246,50
71,B5,66850,245,50
75,D#6,67095,245,50
78,F#6,67095,246,50
68,G#5,67095,245,50
71,B5,67340,245,50
75,D#6,67340,246,50
70,A#5,67340,983,50
75,D#6,68323,983,50
71,B5,68323,983,50
70,A#5,68323,491,50
73,C#6,68814,492,50
73,C#6,68814,491,50
70,A#5,69305,492,50
68,G#5,69305,737,50
71,B5,70042,737,50
71,B5,70042,122,50
75,D#6,70164,122,50
78,F#6,70164,123,50
71,B5,70164,122,50
75,D#6,70286,122,50
78,F#6,70286,123,50
75,D#6,70286,245,50
71,B5,70531,245,50
78,F#6,70531,246,50
75,D#6,70531,245,50
78,F#6,70776,245,50
71,B5,70776,246,50
71,B5,70776,491,50
75,D#6,71267,491,50
78,F#6,71267,492,50
75,D#6,71267,737,50
68,G#5,72004,737,50
71,B5,72004,738,50
78,F#6,72004,122,50
71,B5,72126,122,50
75,D#6,72126,123,50
78,F#6,72126,122,50
71,B5,72248,122,50
75,D#6,72248,123,50
71,B5,72248,245,50
75,D#6,72493,245,50
78,F#6,72493,245,50
75,D#6,72493,245,50
78,F#6,72738,245,50
71,B5,72738,246,50
71,B5,72738,491,50
75,D#6,73229,491,50
78,F#6,73229,492,50
75,D#6,73229,737,50
68,G#5,73966,737,50
71,B5,73966,738,50
75,D#6,73966,246,50
78,F#6,74212,246,50
80,G#6,74458,246,50
73,C#6,74704,491,50
78,F#6,75195,491,50
82,A#6,75195,491,50
80,G#6,75195,0,50
78,F#6,75687,0,50
75,D#6,75933,246,50
73,C#6,76179,246,50
71,B5,76425,246,50
66,F#5,76671,737,50
70,A#5,77408,737,50
73,C#6,77408,737,50
71,B5,77408,246,50
73,C#6,77654,245,50
76,E6,77899,246,50
71,B5,77899,245,50
75,D#6,78144,246,50
70,A#5,78144,245,50
73,C#6,78389,246,50
71,B5,78389,246,50
66,F#5,78635,491,50
73,C#6,79126,491,50
63,D#5,79126,491,50
68,G#5,79126,492,50
68,G#5,79126,491,50
63,D#5,79617,491,50
66,F#5,79617,491,50
73,C#6,79617,492,50
73,C#6,79617,491,50
63,D#5,80108,491,50
66,F#5,80108,491,50
68,G#5,80108,491,50
66,F#5,80108,245,50
73,C#6,80353,245,50
63,D#5,80353,246,50
68,G#5,80353,5,50
63,D#5,80599,983,50
66,F#5,81582,983,50
71,B5,81582,984,50
76,E6,81582,245,50
68,G#5,81827,246,50
66,F#5,81827,245,50
75,D#6,82072,246,50
64,E5,82072,245,50
73,C#6,82317,246,50
71,B5,82317,245,50
66,F#5,82562,491,50
68,G#5,83053,491,50
73,C#6,83053,491,50
63,D#5,83053,492,50
73,C#6,83053,491,50
63,D#5,83544,491,50
66,F#5,83544,491,50
68,G#5,83544,492,50
63,D#5,83544,491,50
66,F#5,84035,491,50
68,G#5,84035,491,50
73,C#6,84035,492,50
73,C#6,84035,245,50
63,D#5,84280,245,50
66,F#5,84280,246,50
68,G#5,84280,5,50
63,D#5,84526,983,50
66,F#5,85509,983,50
71,B5,85509,983,50
68,G#5,85509,983,50
51,D#4,85509,246,50
54,F#4,85755,246,50
56,G#4,86001,246,50
58,A#4,86247,246,50
68,G#5,86739,491,50
59,B4,87230,492,50
66,F#5,87230,491,50
58,A#4,87721,491,50
54,F#4,87721,245,50
61,C#5,87966,246,50
56,G#4,87966,245,50
59,B4,88211,246,50
59,B4,88211,491,50
63,D#5,88702,492,50
58,A#4,88702,737,50
61,C#5,89439,738,50
56,G#4,89439,491,50
59,B4,89930,491,50
58,A#4,89930,245,50
61,C#5,90175,246,50
56,G#4,90175,245,50
59,B4,90420,246,50
51,D#4,90420,737,50
54,F#4,91157,737,50
58,A#4,91157,737,50
61,C#5,91157,738,50
49,C#4,91157,246,50
51,D#4,91403,246,50
56,G#4,91649,5,50
56,G#4,92141,245,50
54,F#4,92386,245,50
58,A#4,92631,245,50
64,E5,92631,246,50
63,D#5,92631,246,50
61,C#5,93123,0,50
58,A#4,93369,491,50
70,A#5,93860,492,50
59,B4,93860,245,50
71,B5,94105,245,50
--end--
40,E3,0,491,50
47,B3,491,3443,50
42,F#3,3934,492,50
49,C#4,4426,3442,50
28,E2,7868,492,50
40,E3,8360,492,50
44,G#3,8852,2951,50
42,F#3,11803,1967,50
18,F#1,13770,1229,50
40,E3,15737,246,50
44,G#3,15983,246,50
47,B3,16229,984,50
40,E3,17704,246,50
44,G#3,17950,246,50
47,B3,18196,984,50
30,F#2,19672,246,50
42,F#3,20163,246,50
46,A#3,20409,246,50
47,B3,20655,246,50
46,A#3,22377,245,50
47,B3,22622,246,50
40,E3,23606,246,50
44,G#3,23852,246,50
47,B3,24098,492,50
40,E3,25573,246,50
44,G#3,25819,246,50
47,B3,26065,246,50
32,G#2,27540,246,50
39,D#3,27786,246,50
46,A#3,28032,246,50
47,B3,28278,246,50
30,F#2,29508,246,50
37,C#3,29754,245,50
46,A#3,29999,246,50
47,B3,30245,246,50
28,E2,31475,246,50
35,B2,31721,246,50
42,F#3,31967,246,50
44,G#3,32213,245,50
30,F#2,35409,246,50
37,C#3,35655,246,50
46,A#3,35901,246,50
47,B3,36147,246,50
46,A#3,37131,246,50
47,B3,37377,245,50
47,B3,39344,1967,50
40,E3,41311,1967,50
42,F#3,41311,1967,50
44,G#3,41311,1967,50
51,D#4,41311,246,50
47,B3,41557,246,50
46,A#3,41803,246,50
44,G#3,42049,246,50
51,D#4,43278,737,50
44,G#3,44015,737,50
47,B3,44015,738,50
47,B3,44015,737,50
51,D#4,44752,737,50
44,G#3,44752,738,50
51,D#4,44752,491,50
44,G#3,45243,491,50
47,B3,45243,491,50
49,C#4,45243,737,50
42,F#3,45980,737,50
46,A#3,45980,738,50
49,C#4,45980,491,50
42,F#3,46471,491,50
46,A#3,46471,492,50
30,F#2,46471,246,50
49,C#4,46717,491,50
42,F#3,47208,491,50
46,A#3,47208,492,50
28,E2,47208,737,50
40,E3,47945,737,50
47,B3,47945,491,50
42,F#3,48436,491,50
44,G#3,48436,492,50
51,D#4,48436,737,50
44,G#3,49173,737,50
47,B3,49173,738,50
40,E3,49173,1967,50
28,E2,51140,1967,50
